id,response,time,correct_bool
1,48.9,7.3730846,TRUE
2,April,7.5836017,TRUE
3,$37.75 - $63.40,6.668565,TRUE
4,rising,7.5555767,TRUE
5,23.55,6.2033489,TRUE
6,17 Mbps,6.7621096,TRUE
7,South Korea,7.6474149,FALSE
8,3 - 20 Mbps,6.5399916,TRUE
9,10,8.3128168,TRUE
10,5,9.6840196,TRUE
11,1 to 4,8.7315857,TRUE
12,San Francisco,8.9004401,TRUE
13,$5 - $16,6.7117108,TRUE
14,FALSE,8.8264866,TRUE
15,FALSE,11.9650362,FALSE
16,75%,4.8011175,TRUE
17,23,4.3819166,FALSE
18,TRUE,6.0004151,TRUE
19,32%,4.7300296,TRUE
20,Others,4.8360348,TRUE
21,TRUE,4.4109606,TRUE
22,310,9.4470733,TRUE
23,4.2-4.4,7.2596206,TRUE
24,TRUE,7.9514378,TRUE
25,FALSE,7.6995578,TRUE
26,Cannot be inferred,6.1887659,TRUE
27,70.5 kg,4.2451682,TRUE
28,197.1 cm,13.7011985,TRUE
29,53.9 - 116.3 kg,14.7952453,TRUE
30,TRUE,23.0752689,TRUE
31,TRUE,21.5754687,TRUE
32,TRUE,17.380916,FALSE
33,FALSE,15.1560798,TRUE
34,FALSE,17.581392,TRUE
35,5.6,9.4776727,TRUE
36,Feb-14,9.8355981,TRUE
37,$4.6 - $6.1,11.5027148,TRUE
38,rising then falling,9.0154504,TRUE
39,12 months,13.1169199,TRUE
40,3800,7.1839566,FALSE
41,1 to 1,7.0019489,TRUE
42,2014,5.531397,TRUE
43,"4,700 - 5,200",6.2103227,FALSE
44,rising,5.457128,TRUE
45,TRUE,5.6236391,TRUE
46,TRUE,7.5263719,TRUE
47,330 km,7.821743,TRUE
48,F,8.4859254,TRUE
49,190 - 560 km,14.1568459,TRUE
50,FALSE,8.2038124,TRUE
51,G,8.4743252,TRUE
52,FALSE,13.3524999,TRUE
53,FALSE,14.7494285,TRUE
54,TRUE,8.0500627,TRUE
55,4.6% - 5.7%,12.1450179,FALSE
56,AK,4.6047331,TRUE
57,FALSE,3.950611,TRUE
58,20%,12.0371863,FALSE
59,Facebook,11.8628234,FALSE
60,TRUE,10.8029923,TRUE
61,TRUE,12.3996256,TRUE
