id,response,time,correct_bool
1,$48.90 ,1.1943351,TRUE
2,April,0.9173917,TRUE
3,$37.75 - $63.40,1.000017,TRUE
4,rising,0.9144964,TRUE
5,23.55,1.1841821,TRUE
6,17 Mbps,0.9957213,TRUE
7,South Korea,0.8837033,FALSE
8,3 - 20 Mbps,1.1900367,TRUE
9,6 countries,1.0614056,FALSE
10,$5 ,0.9424864,TRUE
11,1 to 4,0.8675487,TRUE
12,San Francisco,0.9206788,TRUE
13,$5 - $16,0.9771503,TRUE
14,FALSE,0.9019079,TRUE
15,TRUE,0.977528,FALSE
16,75%,1.0720721,TRUE
17,Postgraduate Study,0.9890144,TRUE
18,FALSE,1.0049478,FALSE
19,32%,0.9365143,TRUE
20,Others,0.8511972,TRUE
21,TRUE,1.0491521,TRUE
22,310,0.9437195,TRUE
23,4.2-4.4,0.9851824,TRUE
24,FALSE,1.0096881,FALSE
25,FALSE,0.9593535,TRUE
26,Cannot be inferred,0.903179,TRUE
27,70.5 kg,0.9380974,TRUE
28,197.1 cm,1.008058,TRUE
29,53.9 - 116.3 kg,1.2423372,TRUE
30,TRUE,0.9982441,TRUE
31,TRUE,0.9832862,TRUE
32,TRUE,0.9291021,FALSE
33,FALSE,0.9433295,TRUE
34,FALSE,0.9300189,TRUE
35,$5.50 ,0.8932463,TRUE
36,Feb-14,0.9871463,TRUE
37,$4.6 - $6.1,0.9798299,TRUE
38,rising then falling,0.9222895,TRUE
39,9 months,0.9146283,FALSE
40,3800,0.97199,FALSE
41,1 to 1,0.9898323,TRUE
42,2014,0.9662482,TRUE
43,"500 - 4,700",1.0134226,FALSE
44,rising,3.3220503,TRUE
45,TRUE,0.9716252,TRUE
46,TRUE,0.9169446,TRUE
47,330 km,1.0127311,TRUE
48,F,0.8949601,TRUE
49,150 - 600 km,0.9864939,FALSE
50,FALSE,0.9835138,TRUE
51,G,0.9390974,TRUE
52,TRUE,0.9381489,FALSE
53,TRUE,0.9495789,FALSE
54,TRUE,1.0007611,TRUE
55,4.6% - 5.7%,1.1128718,FALSE
56,Alaska (AK),1.0215751,TRUE
57,TRUE,1.0197768,FALSE
58,20%,0.9451951,FALSE
59,Google,1.0238687,TRUE
60,TRUE,0.9550988,TRUE
61,TRUE,1.0570138,TRUE
