id,response,time,correct_bool
1,$48.90 ,9.4993676,TRUE
2,April,8.9693795,TRUE
3,$37.75 - $63.40,12.4222853,TRUE
4,rising,9.2617082,TRUE
5,$23.55 ,9.5247038,TRUE
6,17 Mbps,9.5795627,TRUE
7,South Korea,11.1602782,FALSE
8,3 - 20 Mbps,11.06803,TRUE
9,1,10.8827867,FALSE
10,$5 ,13.1807899,TRUE
11,1 to 4,15.1576869,TRUE
12,San Francisco,18.5746608,TRUE
13,$5 - $16,15.7462931,TRUE
14,FALSE,15.1148887,TRUE
15,FALSE,14.9438764,FALSE
16,75%,11.4073591,TRUE
17,Postgraduate Study,8.2712555,TRUE
18,TRUE,9.5460218,TRUE
19,32%,8.9599602,TRUE
20,Others,8.7503204,TRUE
21,TRUE,7.328373,TRUE
22,314,14.9111843,TRUE
23,4.2-4.4,12.5819365,TRUE
24,TRUE,12.7147767,TRUE
25,FALSE,12.2890047,TRUE
26,Cannot be inferred,13.0410815,TRUE
27,70.5 kg,20.4800909,TRUE
28,197.1 cm,20.3004595,TRUE
29,53.9 - 116.3 kg,12.7195619,TRUE
30,TRUE,19.6086621,TRUE
31,TRUE,20.8236673,TRUE
32,FALSE,18.4723104,TRUE
33,FALSE,28.8739255,TRUE
34,FALSE,29.1488524,TRUE
35,$5.50 ,14.6133228,TRUE
36,14-Feb,15.2833272,TRUE
37,$4.6 - $6.1,15.8447114,TRUE
38,rising then falling,16.5204758,TRUE
39,12 months,18.8158417,TRUE
40,10100,9.0728104,TRUE
41,1 to 1,11.6572742,TRUE
42,2014,9.6653231,TRUE
43,"2,100 - 5,200",16.0368374,TRUE
44,rising,9.8746128,TRUE
45,TRUE,10.4357865,TRUE
46,TRUE,11.8100121,TRUE
47,330 km,12.5628709,TRUE
48,F,12.2752388,TRUE
49,190 - 540 km,14.3114418,TRUE
50,FALSE,15.0803293,TRUE
51,G,16.1999189,TRUE
52,FALSE,14.6033965,TRUE
53,FALSE,15.691791,TRUE
54,TRUE,12.6858946,TRUE
55,1.1% - 2.3%,27.7845546,TRUE
56,Alaska (AK),35.3259147,TRUE
57,FALSE,26.9108731,TRUE
58,30%,16.1983925,FALSE
59,Google,6.9963304,TRUE
60,TRUE,9.5463508,TRUE
61,TRUE,9.423051,TRUE
