id,response,time,correct_bool
1,$48.90 ,3.3361932,TRUE
2,April,2.2690526,TRUE
3,$37.75 - $63.40,3.1202933,TRUE
4,rising,2.4269891,TRUE
5,$23.55 ,3.1473828,TRUE
6,17 Mbps,2.7624138,TRUE
7,Sri Lanka,2.3511887,TRUE
8,3 - 20 Mbps,3.3729084,TRUE
9,4 countries,2.9195191,FALSE
10,$5 ,2.5831492,TRUE
11,1 to 4,3.2709058,TRUE
12,Atlanta,2.6101606,FALSE
13,$5 - $16,2.802973,TRUE
14,FALSE,2.5906038,TRUE
15,FALSE,2.4742893,FALSE
16,38%,2.8309722,FALSE
17,High School Graduate or Less,3.0880751,FALSE
18,FALSE,3.1994929,FALSE
19,32%,2.1217464,TRUE
20,Lenovo,2.4767801,FALSE
21,TRUE,2.123645,TRUE
22,310,3.0060985,TRUE
23,4.2-4.4,3.7939859,TRUE
24,FALSE,3.3676477,FALSE
25,FALSE,3.4289399,TRUE
26,Cannot be inferred,3.1681362,TRUE
27,58.2 kg,2.8526598,FALSE
28,197.1 cm,3.3952493,TRUE
29,53.9 - 123.6 kg,4.7957853,FALSE
30,TRUE,4.6970788,TRUE
31,TRUE,2.319096,TRUE
32,TRUE,2.6599813,FALSE
33,FALSE,2.3017316,TRUE
34,FALSE,2.5204195,TRUE
35,$5.10 ,3.2376046,FALSE
36,Dec-14,2.750848,TRUE
37,$4.6 - $6.1,4.2609119,TRUE
38,rising then falling,3.4523991,TRUE
39,5 months,3.0925692,FALSE
40,3800,3.2300697,FALSE
41,1 to 1,3.1210807,TRUE
42,2014,3.4337076,TRUE
43,"2,100 - 5,200",3.1354354,TRUE
44,rising,2.6826254,TRUE
45,TRUE,2.636799,TRUE
46,FALSE,2.4568121,FALSE
47,530 km,3.2174494,FALSE
48,F,3.2569724,TRUE
49,150 - 600 km,3.8787251,FALSE
50,FALSE,3.2507308,TRUE
51,G,4.8130959,TRUE
52,TRUE,2.8211189,FALSE
53,TRUE,3.1377289,FALSE
54,TRUE,3.2311753,TRUE
55,4.6% - 5.7%,4.5001318,FALSE
56,AK,3.3508002,TRUE
57,FALSE,3.66633,TRUE
58,20%,3.1077177,FALSE
59,Google,3.1937462,TRUE
60,TRUE,2.9976618,TRUE
61,TRUE,3.4275999,TRUE
